0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
7.122957620760000941e-01 9.749105633962619477e-03
8.996834613759999710e-01 1.190478598085380896e-02
7.700995227160000178e-01 1.105602981077433329e-02
6.494304223639999485e-01 7.900118406366493651e-03
5.599826551039999156e-01 7.994702962431411708e-03
5.602512521560000236e-01 7.486274261844949596e-03
5.554830023960000140e-01 7.096724357035537854e-03
5.299509367640000690e-01 7.972714627798888065e-03
5.066557030360000491e-01 7.084594868931468059e-03
4.699919564640000491e-01 6.292327260826990551e-03
4.630184414039998919e-01 6.055292702741180665e-03
4.499146134359999216e-01 6.856107808641081353e-03
4.582050884760000553e-01 5.848975705003666738e-03
4.695152633239998985e-01 6.129424579429340950e-03
4.621287035999999682e-01 6.988997573840797194e-03
4.416092910999999677e-01 6.635800582228158773e-03
4.299107023359999280e-01 6.735609083427441211e-03
4.339208521560000698e-01 6.369726116246193261e-03
4.364839899999999884e-01 5.739773142750254423e-03
