0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.313356495837050560e-06 1.865026531198793775e-05 2.803141736990082678e-05 3.749021164762061448e-05 4.700949111074177175e-05 5.664235000605085258e-05 6.637451134219979581e-05 7.620137994446610479e-05 8.611384479978247716e-05 9.608460314671987560e-05 1.060682611853539995e-04 1.160375477641389794e-04 1.259168300416388614e-04 1.356299109981980600e-04 1.450900800047694465e-04 1.541876271949240275e-04 1.628044874967683037e-04 1.708338641097969363e-04 1.781340822658783127e-04 1.845895284170316251e-04 1.900835544673616618e-04 1.944953585605471800e-04 1.977473957930436191e-04 1.997632671686644075e-04 2.005002685562567901e-04 1.999558071920560674e-04 1.981307707986024918e-04 1.950815796127992419e-04 1.908700953504378797e-04 1.855862627898754536e-04 1.793476118720864476e-04 1.722634281058210844e-04 1.644696367998750249e-04 1.560952382033629069e-04 1.472536671760371217e-04 1.380753219984615402e-04 1.286473411829438119e-04 1.190709495318173332e-04 1.094273658417402648e-04 9.978295006395217995e-05 9.018342218526840767e-05 8.067775649911920733e-05 7.127336455945428668e-05 6.199084356471122853e-05 5.283715434701977321e-05 4.380465736973055904e-05 3.488394418654525104e-05 2.608374798430702766e-05 1.734534753630233257e-05 8.660897484901397357e-06 0.000000000000000000e+00
0.000000000000000000e+00 1.865026531198798180e-05 3.734747539524090726e-05 5.614396529624589803e-05 7.506853209325160088e-05 9.418564106286803940e-05 1.134886134523014435e-04 1.330023579034315668e-04 1.527318735653774499e-04 1.726377825197602600e-04 1.926713662024236086e-04 2.127690936245418981e-04 2.328341866994800816e-04 2.527405111223447482e-04 2.723209826207670294e-04 2.914021041442802894e-04 3.097778631565647361e-04 3.272080448412795087e-04 3.434471813385901739e-04 3.582360238268848048e-04 3.713130999447662901e-04 3.824417559031946588e-04 3.913988195787475831e-04 3.979943403744435129e-04 4.020872663908067941e-04 4.035969732286197537e-04 4.024741459213512784e-04 3.987761370128964085e-04 3.925707356268249887e-04 3.840152713005047145e-04 3.732997784513789378e-04 3.606461875201264909e-04 3.463032636420734041e-04 3.305350879969015058e-04 3.135922830654283176e-04 2.957323413862259225e-04 2.771959048051763578e-04 2.581848344011138021e-04 2.388908732307339089e-04 2.194829579869726375e-04 2.000790989385237758e-04 1.807830832631409366e-04 1.616698553444228127e-04 1.427922764667601408e-04 1.241766142740893971e-04 1.058183201115342942e-04 8.771600890402935413e-05 6.986269171268335047e-05 5.220729268229048933e-05 3.472224678261506521e-05 1.733110816900198148e-05 0.000000000000000000e+00
0.000000000000000000e+00 2.803141736990114188e-05 5.614396529624616231e-05 8.440270706398079288e-05 1.128898548653176634e-04 1.416538125715282323e-04 1.707350464390980751e-04 2.001568547074988132e-04 2.299146302683624109e-04 2.599749239970459242e-04 2.902756035868631025e-04 3.207070437274962241e-04 3.511347086831510247e-04 3.813412439246164471e-04 4.111213798054777816e-04 4.401723030254312040e-04 4.681861547725612964e-04 4.948062419454802305e-04 5.196388556866946788e-04 5.422853142933341860e-04 5.623437021920770331e-04 5.794209086340877625e-04 5.931864411563714115e-04 6.033148494908527467e-04 6.096144717690841607e-04 6.119141189595483444e-04 6.101917601057780692e-04 6.044808023302851224e-04 5.949367047311870460e-04 5.817750320115106085e-04 5.653192082215644475e-04 5.458944173513185453e-04 5.239218334592799994e-04 4.997809820667211463e-04 4.738929746986168573e-04 4.466513366537289316e-04 4.184078637404878048e-04 3.894959485613629308e-04 3.602041524777753966e-04 3.307573580136907872e-04 3.013786627049128510e-04 2.721880278986847494e-04 2.433085463046022999e-04 2.148130779201243507e-04 1.867422389942955134e-04 1.590987963638468153e-04 1.318604284791071498e-04 1.049972219404752459e-04 7.845484535872505611e-05 5.215646999978699398e-05 2.603397027348306221e-05 0.000000000000000000e+00
0.000000000000000000e+00 3.749021164762083132e-05 7.506853209325161443e-05 1.128898548653177718e-04 1.510185387368901918e-04 1.895679808834620423e-04 2.285595000199855181e-04 2.680655410080974273e-04 3.080561537693089920e-04 3.485328891928352784e-04 3.893817995118005189e-04 4.304786930115006506e-04 4.716503396289020407e-04 5.126235596588561792e-04 5.530723850400804872e-04 5.926318071917825291e-04 6.308604158909059297e-04 6.672598411941991657e-04 7.012883961023987089e-04 7.323803357361587411e-04 7.599616212496157399e-04 7.834873552074921380e-04 8.024617325388711149e-04 8.164479844342369119e-04 8.251275257202828886e-04 8.283075361494365027e-04 8.258933920275794141e-04 8.179935790898564029e-04 8.047855679025235371e-04 7.866133081453056302e-04 7.639119012650910255e-04 7.371792191492788264e-04 7.069756997279848503e-04 6.738787663445046068e-04 6.384494370406299489e-04 6.012428272717658352e-04 5.627657027817462194e-04 5.234599298950537438e-04 4.837072665324447648e-04 4.438564647488488484e-04 4.041479132869123963e-04 3.647719125034372400e-04 3.258847762663896817e-04 2.875751331892877072e-04 2.498777221450162772e-04 2.128154121611152566e-04 1.763150910962069345e-04 1.403664991257821048e-04 1.048532314012415323e-04 6.970181117442929232e-05 3.477534464433232439e-05 0.000000000000000000e+00
0.000000000000000000e+00 4.700949111074147359e-05 9.418564106286802585e-05 1.416538125715282594e-04 1.895679808834622321e-04 2.380202278110408391e-04 2.871278834982677946e-04 3.369239366698905617e-04 3.874549519990079668e-04 4.386539308269814144e-04 4.904535200079068128e-04 5.426789677573331432e-04 5.951227727571054959e-04 6.474515736577838784e-04 6.992666951755524682e-04 7.500716169709583129e-04 7.993051945286611289e-04 8.462990158912685624e-04 8.903636995572965576e-04 9.307221327996781932e-04 9.666140739525813349e-04 9.972958491056178876e-04 1.022074157994474694e-03 1.040358391915757784e-03 1.051717467294810242e-03 1.055838569171998077e-03 1.052671268034734630e-03 1.042273458654225087e-03 1.024968150775792258e-03 1.001184497447964346e-03 9.715348805170528510e-04 9.367001307465653214e-04 8.974425045427581902e-04 8.545317734919987036e-04 8.087414296159702682e-04 7.607862126939162481e-04 7.113403254318254520e-04 6.609573421322882062e-04 6.101602942003933215e-04 5.593431624160501332e-04 5.088449962585052128e-04 4.589007121246597922e-04 4.096827594716066149e-04 3.612701750643462816e-04 3.137379708309213184e-04 2.670511019729517044e-04 2.211722005904054268e-04 1.760023200432522621e-04 1.314514101286982136e-04 8.735671033498514971e-05 4.359064491510679926e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.664235000605050022e-05 1.134886134523013351e-04 1.707350464390980209e-04 2.285595000199859789e-04 2.871278834982683367e-04 3.465476190010097928e-04 4.069341684163458824e-04 4.683132227295626446e-04 5.306786478141102201e-04 5.939051835044059386e-04 6.578482131768794089e-04 7.222435827577088595e-04 7.867096392352447261e-04 8.507472052046859308e-04 9.137627269616341568e-04 9.750424600270627415e-04 1.033754272088696202e-03 1.088972243391336282e-03 1.139723975226791287e-03 1.184982302547189347e-03 1.223773168022841348e-03 1.255171061310755539e-03 1.278382370351057546e-03 1.292787457406074925e-03 1.298031028404406702e-03 1.293928121400472319e-03 1.280682232876585204e-03 1.258627145441740692e-03 1.228419043813351727e-03 1.190848526675221440e-03 1.146847609406819162e-03 1.097413416216367135e-03 1.043579535244903295e-03 9.863136983364671588e-04 9.265657231327841924e-04 8.651683525850010527e-04 8.028421262207482718e-04 7.402037161019086068e-04 6.777638731577148145e-04 6.159016995125262154e-04 5.548862650468018749e-04 4.949063979741846753e-04 4.360842337793364868e-04 3.784246567746837181e-04 3.219144156709286887e-04 2.664576305388772419e-04 2.119590672261356635e-04 1.582464252398885652e-04 1.051473831616725983e-04 5.246628342253428431e-05 0.000000000000000000e+00
0.000000000000000000e+00 6.637451134219990423e-05 1.330023579034314584e-04 2.001568547074989487e-04 2.680655410080976441e-04 3.369239366698912122e-04 4.069341684163462619e-04 4.782133980499863745e-04 5.508600222932643698e-04 6.248438104617014743e-04 7.001180891365812618e-04 7.764788964825091464e-04 8.536609895371487363e-04 9.312106497858093843e-04 1.008575329571432698e-03 1.085026798893959019e-03 1.159681572011288892e-03 1.231520787546878676e-03 1.299377931128876040e-03 1.361986055894688760e-03 1.418045341416049668e-03 1.466237720801021310e-03 1.505357260455184249e-03 1.534316545199206506e-03 1.552320717262843349e-03 1.558806721574886684e-03 1.553642715142755822e-03 1.536972454509635171e-03 1.509360747221763803e-03 1.471619244869291476e-03 1.424844458562263012e-03 1.370247003239185614e-03 1.309170514416951002e-03 1.242906701447342487e-03 1.172754417325231908e-03 1.099871927509221865e-03 1.025298746370339673e-03 9.499331098275049737e-04 8.745013097767477322e-04 7.995928991164991465e-04 7.256577250575391765e-04 6.529817759637034091e-04 5.817781067677632763e-04 5.121117051593464860e-04 4.440320440376833511e-04 3.774418865210436478e-04 3.122353533718972901e-04 2.482365991602103104e-04 1.852648679271227028e-04 1.230730996935054504e-04 6.139872846065315133e-05 0.000000000000000000e+00
0.000000000000000000e+00 7.620137994446610479e-05 1.527318735653779107e-04 2.299146302683625735e-04 3.080561537693089378e-04 3.874549519990085631e-04 4.683132227295629699e-04 5.508600222932640445e-04 6.351872608602753857e-04 7.213895894353316131e-04 8.093738403032887073e-04 8.990006511749278409e-04 9.899463974076512865e-04 1.081765890289607384e-03 1.173792757479654846e-03 1.265185805639552517e-03 1.354901778937238430e-03 1.441678000993886453e-03 1.524064120638272263e-03 1.600462911969488837e-03 1.669175384824639992e-03 1.728498398276650996e-03 1.776794474221478218e-03 1.812655404092713323e-03 1.834932619594133434e-03 1.842951080389694475e-03 1.836429883892009814e-03 1.815655946326064822e-03 1.781328772855318796e-03 1.734596867508488146e-03 1.676881309420595991e-03 1.609841803265807478e-03 1.535172056310876330e-03 1.454604865951494288e-03 1.369733518007962194e-03 1.282032465495240451e-03 1.192774159147833111e-03 1.103015266466446289e-03 1.013619294491869801e-03 9.252560086050717935e-04 8.384010313894577765e-04 7.533887278326202542e-04 6.703711505363939066e-04 5.894516717371120658e-04 5.105729904220281806e-04 4.336526421373543315e-04 3.584685697256994761e-04 2.848401473376766901e-04 2.124844609048751726e-04 1.411075167261325203e-04 7.038633738559943866e-05 0.000000000000000000e+00
0.000000000000000000e+00 8.611384479978315479e-05 1.726377825197608021e-04 2.599749239970459242e-04 3.485328891928356578e-04 4.386539308269813060e-04 5.306786478141102201e-04 6.248438104617011490e-04 7.213895894353312879e-04 8.203976928055747896e-04 9.218946257711888069e-04 1.025727309388580876e-03 1.131625359994741951e-03 1.239086157471821093e-03 1.347398828098735502e-03 1.455593041968824717e-03 1.562450600623082253e-03 1.666436825137635608e-03 1.765778925453874090e-03 1.858448964786777119e-03 1.942263614136306542e-03 2.014986254400158786e-03 2.074450499058293207e-03 2.118718004968745371e-03 2.146283268770779636e-03 2.156121871762897539e-03 2.147951869081381887e-03 2.122065614006036355e-03 2.079505386369004220e-03 2.021781399561900332e-03 1.950858680157631798e-03 1.868899040780250959e-03 1.778170906667546304e-03 1.680854963131081037e-03 1.578995100409660325e-03 1.474391814700808578e-03 1.368581872267845201e-03 1.262809166692324594e-03 1.158068093844844167e-03 1.055069313735590951e-03 9.543387790065404773e-04 8.561794574581918678e-04 7.607574850533037640e-04 6.680636902501690781e-04 5.780334092232601367e-04 4.904621724102907910e-04 4.051266944227994928e-04 3.217016901814367708e-04 2.398613458615999792e-04 1.592268188090415620e-04 7.941127333417577103e-05 0.000000000000000000e+00
