1.000000000000000000e+00 1.000000000000000000e+00 3.394112549695427816e+01 8.492351921411537760e-03 -4.424565811728063116e-04 4.424565811728058237e-04
1.000000000000000000e+00 2.000000000000000000e+00 3.324154027718932269e+01 8.492351382011778527e-03 -4.424370108226540312e-04 8.849328429169669693e-04
1.000000000000000000e+00 3.000000000000000000e+00 3.255764119219941222e+01 8.492351921411537760e-03 -4.423389390840757121e-04 1.327408981096381193e-03
1.000000000000000000e+00 4.000000000000000000e+00 3.189043743820394994e+01 8.492351382011778527e-03 -4.420644835463350677e-04 1.769787243955065013e-03
1.000000000000000000e+00 5.000000000000000000e+00 3.124099870362661591e+01 8.492351921411537760e-03 -4.414764988040573027e-04 2.211851357110896331e-03
1.000000000000000000e+00 6.000000000000000000e+00 3.061045573002793319e+01 8.492351382011778527e-03 -4.403996020265878251e-04 2.653229288425068555e-03
1.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+01 8.492351921411537760e-03 -4.386207480120442575e-04 3.093352402737276855e-03
1.000000000000000000e+00 8.000000000000000000e+00 2.941088233970548416e+01 8.492351382011778527e-03 -4.358917083632726525e-04 3.531421098612991336e-03
1.000000000000000000e+00 9.000000000000000000e+00 2.884441020371191300e+01 8.492351921411537760e-03 -4.319318265499888076e-04 3.966366552337438622e-03
1.000000000000000000e+00 1.000000000000000000e+01 2.830194339616981125e+01 8.492351382011778527e-03 -4.264334047478762074e-04 4.396823411992369264e-03
1.000000000000000000e+00 1.100000000000000000e+01 2.778488797889960793e+01 8.492351921411537760e-03 -4.190682315857252940e-04 4.821100011970089888e-03
1.000000000000000000e+00 1.200000000000000000e+01 2.729468812791236232e+01 8.492351382011778527e-03 -4.094974470309296205e-04 5.237165596788192871e-03
1.000000000000000000e+00 1.300000000000000000e+01 2.683281572999747766e+01 8.492351921411537760e-03 -3.973832309049521276e-04 5.642638245931266838e-03
1.000000000000000000e+00 1.400000000000000000e+01 2.640075756488817049e+01 8.492351382011778527e-03 -3.824040736645994108e-04 6.034797098209004028e-03
1.000000000000000000e+00 1.500000000000000000e+01 2.600000000000000000e+01 8.492351921411537760e-03 -3.642718163220930346e-04 6.410599412649726353e-03
1.000000000000000000e+00 1.600000000000000000e+01 2.563201123595259290e+01 8.492351382011778527e-03 -3.427514226631185601e-04 6.766728952446650694e-03
1.000000000000000000e+00 1.700000000000000000e+01 2.529822128134703618e+01 8.492351921411537760e-03 -3.176810803912125634e-04 7.099652138090463242e-03
1.000000000000000000e+00 1.800000000000000000e+01 2.500000000000000000e+01 8.492351382011778527e-03 -2.889925472246931450e-04 7.405709374861066570e-03
1.000000000000000000e+00 1.900000000000000000e+01 2.473863375370596174e+01 8.492351921411537760e-03 -2.567287157549062032e-04 7.681212475560291429e-03
1.000000000000000000e+00 2.000000000000000000e+01 2.451530134426252516e+01 8.492351382011778527e-03 -2.210574568564556419e-04 7.922574288926686331e-03
1.000000000000000000e+00 2.100000000000000000e+01 2.433105012119287736e+01 8.492351921411537760e-03 -1.822786593007356612e-04 8.126434886692762705e-03
1.000000000000000000e+00 2.200000000000000000e+01 2.418677324489564739e+01 8.492351382011778527e-03 -1.408235558113474575e-04 8.289807952194451490e-03
1.000000000000000000e+00 2.300000000000000000e+01 2.408318915758459156e+01 8.492351921411537760e-03 -9.724440419647123468e-05 8.410206019904865882e-03
1.000000000000000000e+00 2.400000000000000000e+01 2.402082429892862692e+01 8.492351382011778527e-03 -5.219494186003460767e-05 8.485767093007306680e-03
1.000000000000000000e+00 2.500000000000000000e+01 2.400000000000000000e+01 8.492351921411537760e-03 -6.402011494574359751e-06 8.515339360202213784e-03
1.000000000000000000e+00 2.600000000000000000e+01 2.402082429892862692e+01 8.492351382011778527e-03 3.936918820743751796e-05 8.498549389684747352e-03
1.000000000000000000e+00 2.700000000000000000e+01 2.408318915758459156e+01 8.492351921411537760e-03 8.435348436543459866e-05 8.435814084062877999e-03
1.000000000000000000e+00 2.800000000000000000e+01 2.418677324489564739e+01 8.492351382011778527e-03 1.278240825689780369e-04 8.328328709949487513e-03
1.000000000000000000e+00 2.900000000000000000e+01 2.433105012119287736e+01 8.492351921411537760e-03 1.691273592376403220e-04 8.177998616429846962e-03
1.000000000000000000e+00 3.000000000000000000e+01 2.451530134426252516e+01 8.492351382011778527e-03 2.077112215854246685e-04 7.987354546887001291e-03
1.000000000000000000e+00 3.100000000000000000e+01 2.473863375370596174e+01 8.492351921411537760e-03 2.431447109271056388e-04 7.759425834194496815e-03
1.000000000000000000e+00 3.200000000000000000e+01 2.500000000000000000e+01 8.492351382011778527e-03 2.751283247517128522e-04 7.497615202491991065e-03
1.000000000000000000e+00 3.300000000000000000e+01 2.529822128134703618e+01 8.492351921411537760e-03 3.034947658502643551e-04 7.205552060317836280e-03
1.000000000000000000e+00 3.400000000000000000e+01 2.563201123595259290e+01 8.492351382011778527e-03 3.282019280792447188e-04 6.886966328870769601e-03
1.000000000000000000e+00 3.500000000000000000e+01 2.600000000000000000e+01 8.492351921411537760e-03 3.493191501676407539e-04 6.545558326030005876e-03
1.000000000000000000e+00 3.600000000000000000e+01 2.640075756488817049e+01 8.492351382011778527e-03 3.670097049187298968e-04 6.184901283040297390e-03
