# x,y,na
2.519999999999999929e+01 2.580000000000000071e+01 5.000000000000000000e+00
2.539999999999999858e+01 2.619999999999999929e+01 5.000000000000000000e+00
2.580000000000000071e+01 2.619999999999999929e+01 5.000000000000000000e+00
2.619999999999999929e+01 2.639999999999999858e+01 5.000000000000000000e+00
2.619999999999999929e+01 2.680000000000000071e+01 5.000000000000000000e+00
2.639999999999999858e+01 2.719999999999999929e+01 5.000000000000000000e+00
2.680000000000000071e+01 2.719999999999999929e+01 5.000000000000000000e+00
2.719999999999999929e+01 2.739999999999999858e+01 5.000000000000000000e+00
2.719999999999999929e+01 2.780000000000000071e+01 5.000000000000000000e+00
2.739999999999999858e+01 2.819999999999999929e+01 5.000000000000000000e+00
2.780000000000000071e+01 2.819999999999999929e+01 5.000000000000000000e+00
2.819999999999999929e+01 2.839999999999999858e+01 5.000000000000000000e+00
2.819999999999999929e+01 2.880000000000000071e+01 5.000000000000000000e+00
2.839999999999999858e+01 2.919999999999999929e+01 5.000000000000000000e+00
2.880000000000000071e+01 2.919999999999999929e+01 5.000000000000000000e+00
2.919999999999999929e+01 2.939999999999999858e+01 5.000000000000000000e+00
2.919999999999999929e+01 2.980000000000000071e+01 5.000000000000000000e+00
2.939999999999999858e+01 3.019999999999999929e+01 5.000000000000000000e+00
2.980000000000000071e+01 3.019999999999999929e+01 5.000000000000000000e+00
3.019999999999999929e+01 3.039999999999999858e+01 5.000000000000000000e+00
3.019999999999999929e+01 3.080000000000000071e+01 5.000000000000000000e+00
3.039999999999999858e+01 3.119999999999999929e+01 5.000000000000000000e+00
3.080000000000000071e+01 3.119999999999999929e+01 5.000000000000000000e+00
3.119999999999999929e+01 3.139999999999999858e+01 5.000000000000000000e+00
3.119999999999999929e+01 3.180000000000000071e+01 5.000000000000000000e+00
3.139999999999999858e+01 3.220000000000000284e+01 5.000000000000000000e+00
3.180000000000000071e+01 3.220000000000000284e+01 5.000000000000000000e+00
3.220000000000000284e+01 3.239999999999999858e+01 5.000000000000000000e+00
3.220000000000000284e+01 3.279999999999999716e+01 5.000000000000000000e+00
3.239999999999999858e+01 3.320000000000000284e+01 5.000000000000000000e+00
3.279999999999999716e+01 3.320000000000000284e+01 5.000000000000000000e+00
3.320000000000000284e+01 3.339999999999999858e+01 5.000000000000000000e+00
3.320000000000000284e+01 3.379999999999999716e+01 5.000000000000000000e+00
3.339999999999999858e+01 3.420000000000000284e+01 5.000000000000000000e+00
3.379999999999999716e+01 3.420000000000000284e+01 5.000000000000000000e+00
3.420000000000000284e+01 3.439999999999999858e+01 5.000000000000000000e+00
3.420000000000000284e+01 3.479999999999999716e+01 5.000000000000000000e+00
3.439999999999999858e+01 3.520000000000000284e+01 5.000000000000000000e+00
3.479999999999999716e+01 3.520000000000000284e+01 5.000000000000000000e+00
3.520000000000000284e+01 3.539999999999999858e+01 5.000000000000000000e+00
3.520000000000000284e+01 3.579999999999999716e+01 5.000000000000000000e+00
3.539999999999999858e+01 3.620000000000000284e+01 5.000000000000000000e+00
3.579999999999999716e+01 3.620000000000000284e+01 5.000000000000000000e+00
3.620000000000000284e+01 3.639999999999999858e+01 5.000000000000000000e+00
3.620000000000000284e+01 3.679999999999999716e+01 5.000000000000000000e+00
3.639999999999999858e+01 3.720000000000000284e+01 5.000000000000000000e+00
3.679999999999999716e+01 3.720000000000000284e+01 5.000000000000000000e+00
3.720000000000000284e+01 3.739999999999999858e+01 5.000000000000000000e+00
3.720000000000000284e+01 3.779999999999999716e+01 5.000000000000000000e+00
3.739999999999999858e+01 3.820000000000000284e+01 5.000000000000000000e+00
3.779999999999999716e+01 3.820000000000000284e+01 5.000000000000000000e+00
3.820000000000000284e+01 3.839999999999999858e+01 5.000000000000000000e+00
3.820000000000000284e+01 3.879999999999999716e+01 5.000000000000000000e+00
3.839999999999999858e+01 3.920000000000000284e+01 5.000000000000000000e+00
3.879999999999999716e+01 3.920000000000000284e+01 5.000000000000000000e+00
3.920000000000000284e+01 3.939999999999999858e+01 5.000000000000000000e+00
3.920000000000000284e+01 3.979999999999999716e+01 5.000000000000000000e+00
3.939999999999999858e+01 4.020000000000000284e+01 5.000000000000000000e+00
3.979999999999999716e+01 4.020000000000000284e+01 5.000000000000000000e+00
4.020000000000000284e+01 4.039999999999999858e+01 5.000000000000000000e+00
4.020000000000000284e+01 4.079999999999999716e+01 5.000000000000000000e+00
4.039999999999999858e+01 4.120000000000000284e+01 5.000000000000000000e+00
4.079999999999999716e+01 4.120000000000000284e+01 5.000000000000000000e+00
4.120000000000000284e+01 4.139999999999999858e+01 5.000000000000000000e+00
4.120000000000000284e+01 4.179999999999999716e+01 5.000000000000000000e+00
4.139999999999999858e+01 4.220000000000000284e+01 5.000000000000000000e+00
4.179999999999999716e+01 4.220000000000000284e+01 5.000000000000000000e+00
4.220000000000000284e+01 4.239999999999999858e+01 5.000000000000000000e+00
4.220000000000000284e+01 4.279999999999999716e+01 5.000000000000000000e+00
4.239999999999999858e+01 4.320000000000000284e+01 5.000000000000000000e+00
4.279999999999999716e+01 4.320000000000000284e+01 5.000000000000000000e+00
4.320000000000000284e+01 4.339999999999999858e+01 5.000000000000000000e+00
4.320000000000000284e+01 4.379999999999999716e+01 5.000000000000000000e+00
4.339999999999999858e+01 4.420000000000000284e+01 5.000000000000000000e+00
4.379999999999999716e+01 4.420000000000000284e+01 5.000000000000000000e+00
4.420000000000000284e+01 4.439999999999999858e+01 5.000000000000000000e+00
4.420000000000000284e+01 4.479999999999999716e+01 5.000000000000000000e+00
4.439999999999999858e+01 4.520000000000000284e+01 5.000000000000000000e+00
4.479999999999999716e+01 4.520000000000000284e+01 5.000000000000000000e+00
4.520000000000000284e+01 4.539999999999999858e+01 5.000000000000000000e+00
4.520000000000000284e+01 4.579999999999999716e+01 5.000000000000000000e+00
4.539999999999999858e+01 4.620000000000000284e+01 5.000000000000000000e+00
4.579999999999999716e+01 4.620000000000000284e+01 5.000000000000000000e+00
4.620000000000000284e+01 4.639999999999999858e+01 5.000000000000000000e+00
4.620000000000000284e+01 4.679999999999999716e+01 5.000000000000000000e+00
4.639999999999999858e+01 4.720000000000000284e+01 5.000000000000000000e+00
4.679999999999999716e+01 4.720000000000000284e+01 5.000000000000000000e+00
4.720000000000000284e+01 4.739999999999999858e+01 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
5.079999999999999716e+01 5.120000000000000284e+01 5.000000000000000000e+00
5.120000000000000284e+01 5.139999999999999858e+01 5.000000000000000000e+00
5.120000000000000284e+01 5.179999999999999716e+01 5.000000000000000000e+00
5.139999999999999858e+01 5.220000000000000284e+01 5.000000000000000000e+00
5.179999999999999716e+01 5.220000000000000284e+01 5.000000000000000000e+00
5.220000000000000284e+01 5.239999999999999858e+01 5.000000000000000000e+00
5.220000000000000284e+01 5.279999999999999716e+01 5.000000000000000000e+00
5.239999999999999858e+01 5.320000000000000284e+01 5.000000000000000000e+00
5.279999999999999716e+01 5.320000000000000284e+01 5.000000000000000000e+00
5.320000000000000284e+01 5.339999999999999858e+01 5.000000000000000000e+00
5.320000000000000284e+01 5.379999999999999716e+01 5.000000000000000000e+00
5.339999999999999858e+01 5.420000000000000284e+01 5.000000000000000000e+00
5.379999999999999716e+01 5.420000000000000284e+01 5.000000000000000000e+00
5.420000000000000284e+01 5.439999999999999858e+01 5.000000000000000000e+00
5.420000000000000284e+01 5.479999999999999716e+01 5.000000000000000000e+00
5.439999999999999858e+01 5.520000000000000284e+01 5.000000000000000000e+00
5.479999999999999716e+01 5.520000000000000284e+01 5.000000000000000000e+00
5.520000000000000284e+01 5.539999999999999858e+01 5.000000000000000000e+00
5.520000000000000284e+01 5.579999999999999716e+01 5.000000000000000000e+00
5.539999999999999858e+01 5.620000000000000284e+01 5.000000000000000000e+00
5.579999999999999716e+01 5.620000000000000284e+01 5.000000000000000000e+00
5.620000000000000284e+01 5.639999999999999858e+01 5.000000000000000000e+00
5.620000000000000284e+01 5.679999999999999716e+01 5.000000000000000000e+00
